ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2016-09-01,11864583.448950173,-13184699.646284085,135231310.51058462,11864583.448950173,11864583.448950173,52882838.19818239,52882838.19818239,52882838.19818239,52882838.19818239,52882838.19818239,52882838.19818239,0.0,0.0,0.0,64747421.64713256
2016-10-01,11086456.488758555,-41373312.68008415,112942073.52495551,11086456.488758555,11086456.488758555,24582292.35564609,24582292.35564609,24582292.35564609,24582292.35564609,24582292.35564609,24582292.35564609,0.0,0.0,0.0,35668748.844404645
2016-11-01,10282391.963227218,-69378620.81601505,85207058.89454122,10282391.963227218,10282391.963227218,-1281836.5605092528,-1281836.5605092528,-1281836.5605092528,-1281836.5605092528,-1281836.5605092528,-1281836.5605092528,0.0,0.0,0.0,9000555.402717965
2016-12-01,9504265.00324592,-92099361.5488456,59703318.14229463,9504265.00324592,9504265.00324592,-25236884.18646813,-25236884.18646813,-25236884.18646813,-25236884.18646813,-25236884.18646813,-25236884.18646813,0.0,0.0,0.0,-15732619.183222212
2017-02-01,7896135.952617914,-69699620.1721776,80458843.49672762,7896135.952617914,7896135.952617914,-998030.191075212,-998030.191075212,-998030.191075212,-998030.191075212,-998030.191075212,-998030.191075212,0.0,0.0,0.0,6898105.761542702
2017-03-01,7169884.121305208,-75863558.11953649,73668135.32867835,7169884.121305208,7169884.121305208,-8426336.707146328,-8426336.707146328,-8426336.707146328,-8426336.707146328,-8426336.707146328,-8426336.707146328,0.0,0.0,0.0,-1256452.5858411202
2017-04-01,6365819.593780421,-63919662.35442862,90514015.4184091,6365819.593780421,6365819.593780421,6451125.8825964555,6451125.8825964555,6451125.8825964555,6451125.8825964555,6451125.8825964555,6451125.8825964555,0.0,0.0,0.0,12816945.476376876
2017-05-01,5587692.632718818,-56708779.187486514,102864607.68560235,5587692.632718818,5587692.632718818,14904483.310233718,14904483.310233718,14904483.310233718,14904483.310233718,14904483.310233718,14904483.310233718,0.0,0.0,0.0,20492175.942952536
2017-06-01,4783628.10320209,-48859334.26371603,95936444.48624371,4783628.10320209,4783628.10320209,18813648.655452788,18813648.655452788,18813648.655452788,18813648.655452788,18813648.655452788,18813648.655452788,0.0,0.0,0.0,23597276.758654878
2017-07-01,4005501.139153643,-37705990.01782297,113265589.67385215,4005501.139153643,4005501.139153643,28550957.087735053,28550957.087735053,28550957.087735053,28550957.087735053,28550957.087735053,28550957.087735053,0.0,0.0,0.0,32556458.226888698
2017-08-01,3201436.6079149153,-45631013.34582898,103087940.24291092,3201436.6079149153,3201436.6079149153,28915830.365971368,28915830.365971368,28915830.365971368,28915830.365971368,28915830.365971368,28915830.365971368,0.0,0.0,0.0,32117266.97388628
2017-09-01,2397372.0766761806,-46091965.26271014,103720003.80862404,2397372.0766761806,2397372.0766761806,28694891.85254267,28694891.85254267,28694891.85254267,28694891.85254267,28694891.85254267,28694891.85254267,0.0,0.0,0.0,31092263.92921885
2017-10-01,1619245.1114314192,-29078358.579771698,121667252.26273109,1619245.1114314192,1619245.1114314192,36206576.83553543,36206576.83553543,36206576.83553543,36206576.83553543,36206576.83553543,36206576.83553543,0.0,0.0,0.0,37825821.94696685
2017-11-01,815180.5806785033,-64703502.66763707,85987201.92166507,815180.5806785033,815180.5806785033,8945448.835669713,8945448.835669713,8945448.835669713,8945448.835669713,8945448.835669713,8945448.835669713,0.0,0.0,0.0,9760629.416348217
2017-12-01,37053.61543374828,-70975717.94879946,75454440.39368095,37053.61543374828,37053.61543374828,4774281.822517335,4774281.822517335,4774281.822517335,4774281.822517335,4774281.822517335,4774281.822517335,0.0,0.0,0.0,4811335.437951083
2018-01-01,-767010.9153191678,-80789942.06014532,73498197.1477549,-767010.9153191678,-767010.9153191678,-1891481.9300061876,-1891481.9300061876,-1891481.9300061876,-1891481.9300061876,-1891481.9300061876,-1891481.9300061876,0.0,0.0,0.0,-2658492.8453253554
2018-02-01,-1571075.4460720837,-89704354.59914358,59199745.34579046,-1571075.4460720837,-1571075.4460720837,-12388551.801163223,-12388551.801163223,-12388551.801163223,-12388551.801163223,-12388551.801163223,-12388551.801163223,0.0,0.0,0.0,-13959627.247235306
2018-03-01,-2297327.280300523,-98986688.63829035,50016847.00689242,-2297327.280300523,-2297327.280300523,-21568224.598940346,-21568224.598940346,-21568224.598940346,-21568224.598940346,-21568224.598940346,-21568224.598940346,0.0,0.0,0.0,-23865551.87924087
2018-06-01,-4683583.30705111,-67974622.09091224,80044204.6576589,-4683583.30705111,-4683583.30705111,11983963.539816344,11983963.539816344,11983963.539816344,11983963.539816344,11983963.539816344,11983963.539816344,0.0,0.0,0.0,7300380.232765234
2018-07-01,-5461710.272295872,-48960706.33321319,103049632.4898403,-5461710.272295872,-5461710.272295872,34460025.94686135,34460025.94686135,34460025.94686135,34460025.94686135,34460025.94686135,34460025.94686135,0.0,0.0,0.0,28998315.67456548
