ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2009-06-01,5427818.592673795,-13300161.071189463,3831823.2089027646,5427818.592673795,5427818.592673795,-10016107.810691703,-10016107.810691703,-10016107.810691703,-10016107.810691703,-10016107.810691703,-10016107.810691703,0.0,0.0,0.0,-4588289.218017908
2009-07-01,5527860.128402881,-11705776.31076923,6277455.662233396,5527860.128402881,5527860.128402881,-8184109.782289513,-8184109.782289513,-8184109.782289513,-8184109.782289513,-8184109.782289513,-8184109.782289513,0.0,0.0,0.0,-2656249.653886632
2009-08-01,5631236.382058298,-9808639.121134447,8593775.532507442,5631236.382058298,5631236.382058298,-6389888.289729495,-6389888.289729495,-6389888.289729495,-6389888.289729495,-6389888.289729495,-6389888.289729495,0.0,0.0,0.0,-758651.9076711964
2009-10-01,5834654.171509277,-5717607.869683828,11823727.52456234,5834654.171509277,5834654.171509277,-2900489.4191937167,-2900489.4191937167,-2900489.4191937167,-2900489.4191937167,-2900489.4191937167,-2900489.4191937167,0.0,0.0,0.0,2934164.7523155604
2009-11-01,5938030.425143629,-5382567.230641376,12829402.453011787,5938030.425143629,5938030.425143629,-2454633.6242880574,-2454633.6242880574,-2454633.6242880574,-2454633.6242880574,-2454633.6242880574,-2454633.6242880574,0.0,0.0,0.0,3483396.800855572
2009-12-01,6038071.960918809,-9224004.99786832,9070942.015327781,6038071.960918809,6038071.960918809,-5923163.840842327,-5923163.840842327,-5923163.840842327,-5923163.840842327,-5923163.840842327,-5923163.840842327,0.0,0.0,0.0,114908.12007648218
2010-01-01,6141448.214557881,-3871913.5716019473,14314028.969413519,6141448.214557881,6141448.214557881,-1503907.7440573424,-1503907.7440573424,-1503907.7440573424,-1503907.7440573424,-1503907.7440573424,-1503907.7440573424,0.0,0.0,0.0,4637540.470500538
2010-02-01,6244824.46819695,-4431522.776066741,12882334.041926954,6244824.46819695,6244824.46819695,-2522473.239976502,-2522473.239976502,-2522473.239976502,-2522473.239976502,-2522473.239976502,-2522473.239976502,0.0,0.0,0.0,3722351.228220448
2010-03-01,6338196.568216063,-9210820.556168191,8433605.950812766,6338196.568216063,6338196.568216063,-6638168.257427272,-6638168.257427272,-6638168.257427272,-6638168.257427272,-6638168.257427272,-6638168.257427272,0.0,0.0,0.0,-299971.6892112093
2010-04-01,6441572.821808652,-8179620.540314184,10203764.921038784,6441572.821808652,6441572.821808652,-5514162.45099563,-5514162.45099563,-5514162.45099563,-5514162.45099563,-5514162.45099563,-5514162.45099563,0.0,0.0,0.0,927410.3708130224
2010-05-01,6541614.357445125,-9201115.535662604,9364657.229441801,6541614.357445125,6541614.357445125,-6125009.784818329,-6125009.784818329,-6125009.784818329,-6125009.784818329,-6125009.784818329,-6125009.784818329,0.0,0.0,0.0,416604.5726267956
2010-06-01,6644990.610936144,-8729775.786509588,8788058.395653803,6644990.610936144,6644990.610936144,-6547841.166284066,-6547841.166284066,-6547841.166284066,-6547841.166284066,-6547841.166284066,-6547841.166284066,0.0,0.0,0.0,97149.44465207867
2010-07-01,6745032.146548518,-9524888.92093652,8478999.994316785,6745032.146548518,6745032.146548518,-7256146.458342384,-7256146.458342384,-7256146.458342384,-7256146.458342384,-7256146.458342384,-7256146.458342384,0.0,0.0,0.0,-511114.31179386564
2010-08-01,6848408.400014637,-8168777.733408204,8607023.713225609,6848408.400014637,6848408.400014637,-6820567.67790981,-6820567.67790981,-6820567.67790981,-6820567.67790981,-6820567.67790981,-6820567.67790981,0.0,0.0,0.0,27840.722104826942
2010-09-01,6951784.653385819,-9353567.004979234,8438850.372511046,6951784.653385819,6951784.653385819,-7536473.491857115,-7536473.491857115,-7536473.491857115,-7536473.491857115,-7536473.491857115,-7536473.491857115,0.0,0.0,0.0,-584688.8384712962
2010-10-01,7051826.188921075,-4172827.2095348514,13720096.1598956,7051826.188921075,7051826.188921075,-2724396.9772916217,-2724396.9772916217,-2724396.9772916217,-2724396.9772916217,-2724396.9772916217,-2724396.9772916217,0.0,0.0,0.0,4327429.211629454
2010-11-01,7155202.442307507,-4450138.740155992,14025214.20878056,7155202.442307507,7155202.442307507,-1790462.3048757226,-1790462.3048757226,-1790462.3048757226,-1790462.3048757226,-1790462.3048757226,-1790462.3048757226,0.0,0.0,0.0,5364740.137431784
2010-12-01,7255243.977738859,-13181574.580390878,4818019.132396965,7255243.977738859,7255243.977738859,-11067094.619531136,-11067094.619531136,-11067094.619531136,-11067094.619531136,-11067094.619531136,-11067094.619531136,0.0,0.0,0.0,-3811850.641792277
2011-01-01,7358620.231017921,1018656.5065339947,19103183.139596306,7358620.231017921,7358620.231017921,2800479.0074379593,2800479.0074379593,2800479.0074379593,2800479.0074379593,2800479.0074379593,2800479.0074379593,0.0,0.0,0.0,10159099.23845588
2011-02-01,7461996.484341855,2907357.793264591,21606992.241828,7461996.484341855,7461996.484341855,4311982.77162072,4311982.77162072,4311982.77162072,4311982.77162072,4311982.77162072,4311982.77162072,0.0,0.0,0.0,11773979.255962575
