ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-08-01,49355920.62469641,-111651764.62901686,218894052.80512884,49355920.62469641,49355920.62469641,7425535.792653451,7425535.792653451,7425535.792653451,7425535.792653451,7425535.792653451,7425535.792653451,0.0,0.0,0.0,56781456.41734986
2015-09-01,49903899.25709536,-107307545.33058022,205163089.35933077,49903899.25709536,49903899.25709536,1535928.2640077604,1535928.2640077604,1535928.2640077604,1535928.2640077604,1535928.2640077604,1535928.2640077604,0.0,0.0,0.0,51439827.52110312
2015-10-01,50434201.15941692,-88010787.78986728,220124877.81212872,50434201.15941692,50434201.15941692,24422369.270759232,24422369.270759232,24422369.270759232,24422369.270759232,24422369.270759232,24422369.270759232,0.0,0.0,0.0,74856570.43017615
2015-11-01,50982121.054482795,-98610455.64197348,218341395.63927162,50982121.054482795,50982121.054482795,7138158.688504449,7138158.688504449,7138158.688504449,7138158.688504449,7138158.688504449,7138158.688504449,0.0,0.0,0.0,58120279.742987245
2015-12-01,51512366.11422396,-105524767.22243719,231059680.41036367,51512366.11422396,51512366.11422396,10664512.56777603,10664512.56777603,10664512.56777603,10664512.56777603,10664512.56777603,10664512.56777603,0.0,0.0,0.0,62176878.68199999
2016-01-01,52060286.009289816,-139458794.23278376,174987013.14398736,52060286.009289816,52060286.009289816,-28812516.05610239,-28812516.05610239,-28812516.05610239,-28812516.05610239,-28812516.05610239,-28812516.05610239,0.0,0.0,0.0,23247769.953187425
2016-02-01,52608205.83982965,-137909706.913311,180504041.5818864,52608205.83982965,52608205.83982965,-33877265.06464867,-33877265.06464867,-33877265.06464867,-33877265.06464867,-33877265.06464867,-33877265.06464867,0.0,0.0,0.0,18730940.77518098
2016-03-01,53120776.00388305,-138508364.09534103,198064679.7282583,53120776.00388305,53120776.00388305,-31385189.816299114,-31385189.816299114,-31385189.816299114,-31385189.816299114,-31385189.816299114,-31385189.816299114,0.0,0.0,0.0,21735586.187583935
2016-04-01,53668695.83442288,-108412241.46312536,231497271.2602635,53668695.83442288,53668695.83442288,7352563.8127101725,7352563.8127101725,7352563.8127101725,7352563.8127101725,7352563.8127101725,7352563.8127101725,0.0,0.0,0.0,61021259.64713305
2016-05-01,54198940.83171949,-99281445.74227504,223541759.63488096,54198940.83171949,54198940.83171949,11960921.561302224,11960921.561302224,11960921.561302224,11960921.561302224,11960921.561302224,11960921.561302224,0.0,0.0,0.0,66159862.39302171
2016-06-01,54746860.636605956,-96183877.02447914,227069753.08196285,54746860.636605956,54746860.636605956,4238746.075046746,4238746.075046746,4238746.075046746,4238746.075046746,4238746.075046746,4238746.075046746,0.0,0.0,0.0,58985606.7116527
2016-07-01,55277105.60907675,-93082928.99425787,242505426.87640822,55277105.60907675,55277105.60907675,20908119.31910947,20908119.31910947,20908119.31910947,20908119.31910947,20908119.31910947,20908119.31910947,0.0,0.0,0.0,76185224.92818622
